ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-012707,E-Commerce / Retail,billing,high,negative,Cancelled order ORD-9485735 but still charged,"Good morning,

I cancelled order ORD-9485735 within 17 minutes of placing it but was still charged $75.

Please help ASAP.",2025-11-25,web,2
TKT-012711,E-Commerce / Retail,delivery,high,negative,Package ORD-3416259 delivered to someone else,"I'm having a serious issue — delivery photo shows my package left at a different house. My address is clearly on the label. 

Looking forward to your response.",2026-01-18,mobile,12
TKT-012712,E-Commerce / Retail,billing,low,negative,Refund for order ORD-4831990 not received after 21 days,"Hi,

I cancelled order ORD-4831990 on 2026-01-22. The $768 refund was promised within 5 business days. Still nothing.",2025-05-19,chat,168
TKT-012715,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,My account summary says I have 20 orders but I've actually placed 59.,2025-02-14,web,24
TKT-012717,E-Commerce / Retail,account,medium,negative,Saved payment card disappears after a day,"Good morning,

I've added my Mastercard card 4 times. It vanishes within a day. Please fix this as soon as possible.

Regards,",2025-04-16,chat,8
TKT-012718,E-Commerce / Retail,delivery,medium,neutral,Discount vanishes between cart and checkout,"Good afternoon,

A 20% discount shows correctly in my cart but disappears at checkout.

Regards,",2025-11-06,mobile,48
TKT-012734,E-Commerce / Retail,billing,high,neutral,Tax charged on tax-exempt account — order ORD-7198152,My tax exemption certificate is on file but order ORD-7198152 still shows $56 in sales tax. Please reverse.,2025-11-27,chat,4
TKT-012736,E-Commerce / Retail,account,high,neutral,Cannot see invoices or download receipts,"Hello,

'My Invoices' shows a blank page. I need receipts for 4 orders for expenses.

Thank you,",2025-10-14,email,1
TKT-012742,E-Commerce / Retail,technical,medium,negative,Website logs me out every few minutes,"To whom it may concern,

I'm really frustrated because the site logs me out every 4 minutes even when actively using it. Cookies are enabled.",2025-02-12,email,72
TKT-012743,E-Commerce / Retail,billing,medium,neutral,Wrong amount charged on order ORD-8569000,"To whom it may concern,

Invoice for order ORD-8569000 shows $341 but the product page listed $264. I was overcharged by $77.

Regards,",2025-11-25,mobile,24
TKT-012753,E-Commerce / Retail,technical,high,neutral,Discount vanishes between cart and checkout,"To whom it may concern,

A 14% discount shows correctly in my cart but disappears at checkout.

Regards,",2025-06-17,web,12
TKT-012755,E-Commerce / Retail,account,medium,negative,Cannot see invoices or download receipts,"Hello,

'My Invoices' shows a blank page. I need receipts for 3 orders for expenses.

Looking forward to your response.",2025-04-18,web,72
TKT-012760,E-Commerce / Retail,delivery,high,negative,Package ORD-9652431 delivered to someone else,Delivery photo shows my package left at a different house. My address is clearly on the label. I am very frustrated.,2026-02-09,chat,4
TKT-012764,E-Commerce / Retail,technical,low,negative,Checkout form validation loop — address rejected,"To whom it may concern,

Checkout keeps saying my address is invalid. I've tried 18 times.",2025-02-20,web,72
TKT-012774,E-Commerce / Retail,technical,medium,neutral,Cannot add items to cart — page keeps reloading,"Dear support team,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Edge on Android 14.",2025-06-05,mobile,72
TKT-012777,E-Commerce / Retail,technical,medium,neutral,Discount vanishes between cart and checkout,"A 29% discount shows correctly in my cart but disappears at checkout.

I expect a quick resolution.",2025-09-20,web,8
TKT-012779,E-Commerce / Retail,delivery,high,negative,Missing items from order ORD-6331020,I received the box for order ORD-6331020 but only 1 of 4 items were inside.,2025-02-22,mobile,12
TKT-012781,E-Commerce / Retail,delivery,medium,neutral,Discount vanishes between cart and checkout,"Hello,

A 25% discount shows correctly in my cart but disappears at checkout. 

I expect a quick resolution.",2025-06-17,chat,8
TKT-012782,E-Commerce / Retail,delivery,high,negative,Order ORD-8534332 not delivered on time,"Hello,

I can't believe that order ORD-8534332 was due 2026-02-08. It is now 3 days late. UPS tracking 1Z4058965151 shows no updates.

Best,",2025-07-30,email,48
TKT-012783,E-Commerce / Retail,delivery,high,negative,Order ORD-2557530 stuck in transit 14 days,"Hello,

I'm having a serious issue — order ORD-2557530 has shown 'In Transit' on FedEx for 12 days. Last scan: Dallas hub. ",2025-09-19,mobile,2
TKT-012787,E-Commerce / Retail,technical,medium,neutral,Cannot add items to cart — page keeps reloading,"Hey,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Safari on macOS Sonoma.

I expect a quick resolution.",2025-08-27,chat,8
TKT-012791,E-Commerce / Retail,delivery,high,neutral,Return pickup for ORD-2726687 never scheduled,"Hi,

I requested a return pickup for order ORD-2726687 on 2026-02-06 but no one has contacted me to arrange it.

Thanks,",2025-09-17,web,8
TKT-012797,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"Hi,

This is unacceptable — my $472 gift card (GC-117438) was not deducted at checkout. I was charged the full amount.

Looking forward to your response.",2026-01-07,web,24
TKT-012798,E-Commerce / Retail,technical,high,neutral,Website logs me out every few minutes,"To whom it may concern,

The site logs me out every 2 minutes even when actively using it. Cookies are enabled.",2025-10-30,web,4
TKT-012801,E-Commerce / Retail,account,medium,neutral,Loyalty points dropped to zero after app update,"To whom it may concern,

I had 897 points. After the app updated on 2026-02-06 they all vanished.

Looking forward to your response.",2025-03-09,mobile,12
TKT-012802,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices.,2025-05-07,email,96
TKT-012804,E-Commerce / Retail,technical,medium,negative,Discount vanishes between cart and checkout,"Good afternoon,

A 15% discount shows correctly in my cart but disappears at checkout.",2025-12-17,mobile,48
TKT-012805,E-Commerce / Retail,technical,high,positive,App crashes at payment on Windows 11,"Hello,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.",2026-02-08,web,4
TKT-012809,E-Commerce / Retail,billing,medium,positive,Double charge on order ORD-6182478,"I was charged twice for order ORD-6182478. Both $624 charges appeared on my credit card on 2026-02-11. Please refund the duplicate.

Looking forward to your response.",2026-02-07,email,8
TKT-012811,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,"Hello,

My account summary says I have 20 orders but I've actually placed 69.

Best,",2025-09-21,web,96
TKT-012812,E-Commerce / Retail,account,low,negative,Password reset email not arriving,"Hi there,

I'm really frustrated because clicked 'Forgot Password' 3 times. No reset email arrives. Checked spam. This is very urgent.

Regards,",2025-09-01,chat,168
TKT-012815,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on Windows 11,"To whom it may concern,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.1.2.

Regards,",2025-06-01,web,12
TKT-012816,E-Commerce / Retail,billing,medium,positive,Price mismatch between cart and final checkout,"Product showed $594 in cart but jumped to $633 at final checkout. I expected the advertised price.

I expect a quick resolution.",2025-04-16,web,24
TKT-012821,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Hi,

Every time I update my default address it reverts to the old one.

I expect a quick resolution.",2025-05-12,email,48
TKT-012827,E-Commerce / Retail,account,medium,neutral,Cannot see invoices or download receipts,"'My Invoices' shows a blank page. I need receipts for 6 orders for expenses.

Thanks,",2025-04-14,mobile,8
TKT-012830,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-1679900,"I was charged twice for order ORD-1679900. Both $727 charges appeared on my debit card on 2026-02-05. Please refund the duplicate.

Please help ASAP.",2025-11-18,chat,8
TKT-012834,E-Commerce / Retail,technical,high,neutral,App crashes at payment on macOS Sonoma,"The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Please help ASAP.",2025-04-26,web,48
TKT-012836,E-Commerce / Retail,account,medium,negative,Cannot log in despite correct credentials,"Dear support team,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 5 devices. I am very frustrated.

I expect a quick resolution.",2025-05-15,mobile,24
TKT-012839,E-Commerce / Retail,billing,high,neutral,Refund for order ORD-9303014 not received after 18 days,"Hey,

I cancelled order ORD-9303014 on 2026-02-09. The $635 refund was promised within 7 business days. Still nothing.

Looking forward to your response.",2025-12-22,mobile,4
TKT-012842,E-Commerce / Retail,account,medium,neutral,Account suspended without notification,"Hi,

I logged in to find my account suspended. No email, no warning. I have 6 pending orders.

Please help ASAP.",2025-08-16,web,24
TKT-012846,E-Commerce / Retail,billing,high,neutral,Damaged item in order ORD-8797395,"Hey,

The item in order ORD-8797395 arrived with a broken outer box. Product inside is unusable. I have photos. 

I expect a quick resolution.",2025-03-01,mobile,12
TKT-012849,E-Commerce / Retail,billing,high,neutral,Promo code not applied — order ORD-8508579,"To whom it may concern,

I used code FLASH30 at checkout for order ORD-8508579 but the 26% discount was never deducted. I was charged $541.",2025-11-17,web,24
TKT-012850,E-Commerce / Retail,account,low,positive,Cannot log in despite correct credentials,"Hello,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 3 devices.

Looking forward to your response.",2025-10-13,email,24
TKT-012852,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,"I reset my password 10 minutes ago but still get 'Invalid credentials' on 5 devices.

Regards,",2025-10-31,mobile,24
TKT-012864,E-Commerce / Retail,billing,low,negative,Account shows wrong order count,"Hey,

My account summary says I have 16 orders but I've actually placed 32.

Looking forward to your response.",2025-07-10,mobile,24
TKT-012865,E-Commerce / Retail,delivery,high,negative,Order ORD-2511654 delivered to wrong address,"Hello,

DHL shows order ORD-2511654 delivered to wrong street. My correct address is on the confirmation. ",2025-06-28,email,24
TKT-012868,E-Commerce / Retail,account,medium,negative,Order ORD-8070319 not delivered on time,"To whom it may concern,

Order ORD-8070319 was due 2026-02-10. It is now 8 days late. DHL tracking 1Z8705183205 shows no updates.",2025-03-21,chat,24
TKT-012872,E-Commerce / Retail,delivery,high,negative,Paid for express shipping on ORD-8566440 but standard used,"Hey,

I can't believe that i paid $18 for next-day shipping on order ORD-8566440 but it arrived 7 days late. Please fix this as soon as possible.",2025-12-10,chat,2
TKT-012873,E-Commerce / Retail,account,medium,positive,Account suspended without notification,"I logged in to find my account suspended. No email, no warning. I have 14 pending orders.

Thank you,",2025-04-20,web,48
TKT-012874,E-Commerce / Retail,delivery,high,positive,Order ORD-6890539 stuck in transit 11 days,"To whom it may concern,

Order ORD-6890539 has shown 'In Transit' on FedEx for 8 days. Last scan: Atlanta hub.

Thanks,",2025-03-03,email,2
TKT-012876,E-Commerce / Retail,billing,medium,positive,Order ORD-8531064 not delivered on time,"Hi,

Order ORD-8531064 was due 2026-02-10. It is now 9 days late. USPS tracking 1Z7770513273 shows no updates.",2025-05-19,chat,12
TKT-012878,E-Commerce / Retail,account,low,positive,Password reset email not arriving,"Dear support team,

Clicked 'Forgot Password' 7 times. No reset email arrives. Checked spam.

I expect a quick resolution.",2025-12-02,mobile,72
TKT-012880,E-Commerce / Retail,billing,high,negative,Partial refund for order ORD-2129631 is short,"I returned 3 items from order ORD-2129631 worth $233. The refund I got was only $57. I'm owed $176 more. 

Regards,",2025-08-18,web,4
TKT-012892,E-Commerce / Retail,account,high,neutral,Locked out by two-factor authentication,"I got a new phone and cannot get past the 2FA screen.

I expect a quick resolution.",2025-12-11,mobile,48
TKT-012899,E-Commerce / Retail,billing,high,negative,Wrong amount charged on order ORD-8330853,"Dear support team,

Invoice for order ORD-8330853 shows $383 but the product page listed $307. I was overcharged by $76.",2026-01-14,mobile,12
TKT-012900,E-Commerce / Retail,account,medium,neutral,Password reset email not arriving,"Hey,

Clicked 'Forgot Password' 3 times. No reset email arrives. Checked spam.",2025-04-01,web,8
TKT-012904,E-Commerce / Retail,technical,high,positive,Discount vanishes between cart and checkout,"Hi,

A 28% discount shows correctly in my cart but disappears at checkout.

Best,",2025-12-27,web,24
TKT-012908,E-Commerce / Retail,technical,medium,positive,Search returns zero results for existing products,"Hi there,

Searching 'running shoes' returns nothing, yet these products appear on the homepage.

Looking forward to your response.",2025-04-08,mobile,12
TKT-012915,E-Commerce / Retail,technical,low,neutral,Search returns zero results for existing products,"Searching 'wireless headphones' returns nothing, yet these products appear on the homepage.

Best,",2026-02-11,chat,96
TKT-012916,E-Commerce / Retail,technical,high,neutral,Checkout form validation loop — address rejected,"Hey,

Checkout keeps saying my address is invalid. I've tried 14 times.

Thanks,",2025-09-12,web,12
TKT-012918,E-Commerce / Retail,technical,low,negative,App crashes at payment on iOS 17,"Good morning,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.

Thanks,",2025-07-16,mobile,168
TKT-012920,E-Commerce / Retail,billing,medium,negative,Gift card balance ignored at checkout,"Good afternoon,

My $703 gift card (GC-613297) was not deducted at checkout. I was charged the full amount. I need this resolved immediately.

Please help ASAP.",2025-07-18,mobile,12
TKT-012921,E-Commerce / Retail,technical,high,neutral,Discount vanishes between cart and checkout,"A 18% discount shows correctly in my cart but disappears at checkout.

I expect a quick resolution.",2025-12-03,web,4
TKT-012923,E-Commerce / Retail,account,high,neutral,Cannot add items to cart — page keeps reloading,"Good morning,

Every 'Add to Cart' click reloads the page and leaves the cart empty. Tried Chrome on Windows 11.

Looking forward to your response.",2026-02-04,email,4
TKT-012924,E-Commerce / Retail,technical,low,neutral,Discount vanishes between cart and checkout,"Good morning,

A 14% discount shows correctly in my cart but disappears at checkout.

Thanks,",2025-08-13,web,24
TKT-012925,E-Commerce / Retail,delivery,high,negative,Package ORD-8433216 marked delivered but missing,"DHL shows order ORD-8433216 delivered 2026-02-11 but nothing is at my door or with neighbours. Tracking: 1Z7968477996. I am very frustrated.

I expect a quick resolution.",2025-05-28,email,8
TKT-012927,E-Commerce / Retail,billing,medium,negative,Wrong amount charged on order ORD-9037616,"Hi there,

Invoice for order ORD-9037616 shows $229 but the product page listed $199. I was overcharged by $30.

Thanks,",2025-09-24,email,24
TKT-012928,E-Commerce / Retail,account,medium,neutral,Account shows wrong order count,"Dear support team,

My account summary says I have 20 orders but I've actually placed 77.",2025-11-10,web,24
TKT-012932,E-Commerce / Retail,delivery,high,positive,Package ORD-7525831 marked delivered but missing,"Dear support team,

USPS shows order ORD-7525831 delivered 2026-02-11 but nothing is at my door or with neighbours. Tracking: 1Z6321174377.

Looking forward to your response.",2025-12-10,mobile,48
TKT-012938,E-Commerce / Retail,delivery,medium,positive,Order ORD-9302080 stuck in transit 8 days,"Dear support team,

Order ORD-9302080 has shown 'In Transit' on UPS for 9 days. Last scan: Dallas hub.

Looking forward to your response.",2026-02-01,chat,72
TKT-012939,E-Commerce / Retail,technical,medium,negative,Checkout form validation loop — address rejected,"To whom it may concern,

Checkout keeps saying my address is invalid. I've tried 12 times.

Thanks,",2025-09-11,email,24
TKT-012940,E-Commerce / Retail,billing,medium,negative,Subscription charge I never authorised,"I'm really frustrated because a $34/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 6 months.

Please help ASAP.",2025-08-03,mobile,12
TKT-012943,E-Commerce / Retail,technical,medium,neutral,Checkout form validation loop — address rejected,Checkout keeps saying my address is invalid. I've tried 8 times.,2026-01-18,mobile,96
TKT-012944,E-Commerce / Retail,technical,medium,neutral,Product images broken on all pages,"Dear support team,

All images show broken icons on Edge v115 on macOS Sonoma. Cleared cache.

Looking forward to your response.",2025-05-25,chat,24
TKT-012945,E-Commerce / Retail,technical,low,positive,Entire order history disappeared after app update,"After updating to v4.3.1 on 2026-02-11, all 31 past orders are gone.

Regards,",2025-12-01,web,120
TKT-012946,E-Commerce / Retail,billing,medium,neutral,Partial refund for order ORD-8442822 is short,"I returned 3 items from order ORD-8442822 worth $319. The refund I got was only $39. I'm owed $280 more.

Best,",2025-11-25,email,8
TKT-012949,E-Commerce / Retail,technical,medium,positive,Checkout form validation loop — address rejected,"Checkout keeps saying my address is invalid. I've tried 19 times.

Best,",2025-03-16,mobile,24
TKT-012953,E-Commerce / Retail,delivery,low,neutral,Order ORD-3813684 stuck in transit 9 days,"Order ORD-3813684 has shown 'In Transit' on UPS for 8 days. Last scan: Chicago hub.

Please help ASAP.",2025-04-27,mobile,24
TKT-012956,E-Commerce / Retail,delivery,high,negative,Order ORD-7232395 stuck in transit 12 days,"Dear support team,

Order ORD-7232395 has shown 'In Transit' on UPS for 9 days. Last scan: Atlanta hub. This is very urgent.

Please help ASAP.",2026-01-16,chat,4
TKT-012961,E-Commerce / Retail,billing,medium,neutral,Subscription charge I never authorised,"Good afternoon,

A $77/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 4 months.

Thank you,",2025-06-05,email,12
TKT-012962,E-Commerce / Retail,account,medium,neutral,Email change request never confirmed,"To whom it may concern,

I requested an email change on 2026-02-09. The confirmation never arrived.

Regards,",2025-03-23,mobile,48
TKT-012965,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Hi,

Every time I update my default address it reverts to the old one.

Thank you,",2025-06-29,chat,24
TKT-012969,E-Commerce / Retail,billing,high,negative,Promo code not applied — order ORD-5629471,"Hello,

I can't believe that i used code FLASH30 at checkout for order ORD-5629471 but the 51% discount was never deducted. I was charged $282. I am very frustrated.",2025-03-15,web,1
TKT-012970,E-Commerce / Retail,technical,low,negative,Entire order history disappeared after app update,"Hello,

After updating to v4.2.0 on 2026-02-08, all 39 past orders are gone.

Looking forward to your response.",2025-08-09,chat,120
TKT-012972,E-Commerce / Retail,delivery,high,positive,Package ORD-4693142 delivered to someone else,"Good afternoon,

Delivery photo shows my package left at a different house. My address is clearly on the label.

I expect a quick resolution.",2025-04-29,mobile,12
TKT-012974,E-Commerce / Retail,delivery,high,negative,Wrong item in order ORD-4484302,"To whom it may concern,

I ordered a size M black jacket but received the wrong size in order ORD-4484302.

I expect a quick resolution.",2025-03-05,email,2
TKT-012976,E-Commerce / Retail,billing,high,negative,Wrong amount charged on order ORD-2790625,"I'm having a serious issue — invoice for order ORD-2790625 shows $770 but the product page listed $739. I was overcharged by $31. This is very urgent.

Please help ASAP.",2025-07-07,web,2
TKT-012977,E-Commerce / Retail,billing,high,negative,Tax charged on tax-exempt account — order ORD-3001603,"My tax exemption certificate is on file but order ORD-3001603 still shows $56 in sales tax. Please reverse. I am very frustrated.

Thanks,",2025-03-06,chat,48
TKT-012978,E-Commerce / Retail,billing,high,negative,Gift card balance ignored at checkout,"Hello,

My $632 gift card (GC-137939) was not deducted at checkout. I was charged the full amount. This has been going on for too long.",2025-06-16,mobile,12
TKT-012979,E-Commerce / Retail,account,medium,neutral,Locked out by two-factor authentication,"Hi,

I got a new phone and cannot get past the 2FA screen.",2025-11-10,web,24
TKT-012981,E-Commerce / Retail,delivery,low,negative,Order ORD-6991205 stuck in transit 14 days,"Good afternoon,

I can't believe that order ORD-6991205 has shown 'In Transit' on UPS for 9 days. Last scan: Chicago hub.",2025-07-09,chat,72
TKT-012986,E-Commerce / Retail,account,low,neutral,Loyalty points dropped to zero after app update,"Dear support team,

I had 3461 points. After the app updated on 2026-02-11 they all vanished.

Best,",2025-09-30,email,168
TKT-012987,E-Commerce / Retail,billing,high,negative,Double charge on order ORD-1159341,"This is unacceptable — i was charged twice for order ORD-1159341. Both $713 charges appeared on my bank account on 2026-02-06. Please refund the duplicate.

Looking forward to your response.",2025-08-31,chat,2
TKT-012988,E-Commerce / Retail,delivery,high,negative,Order ORD-1559473 not delivered on time,"Hi,

I can't believe that order ORD-1559473 was due 2026-02-09. It is now 3 days late. FedEx tracking 1Z1578248024 shows no updates.

Regards,",2025-10-27,mobile,24
TKT-012994,E-Commerce / Retail,technical,high,neutral,Product images broken on all pages,"Good morning,

All images show broken icons on Chrome v113 on iOS 17. Cleared cache.

Thanks,",2025-03-03,mobile,24
TKT-012997,E-Commerce / Retail,billing,high,neutral,Subscription charge I never authorised,"A $67/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 4 months.

Thank you,",2025-06-03,chat,8
TKT-013002,E-Commerce / Retail,account,medium,neutral,Cannot update delivery address — reverts on save,"Every time I update my default address it reverts to the old one.

Thanks,",2026-02-06,email,72
TKT-013011,E-Commerce / Retail,technical,medium,neutral,Payment page 504 Gateway Timeout,"Hi,

Every time I click 'Proceed to Payment' I get a 504 error after ~30s. Tried Chrome and mobile.

Best,",2025-11-05,web,8
TKT-013012,E-Commerce / Retail,delivery,high,negative,Package ORD-8442363 marked delivered but missing,"I'm having a serious issue — uSPS shows order ORD-8442363 delivered 2026-02-09 but nothing is at my door or with neighbours. Tracking: 1Z6116873293.

Regards,",2025-12-05,email,4
TKT-013015,E-Commerce / Retail,account,medium,negative,Cannot see invoices or download receipts,"To whom it may concern,

'My Invoices' shows a blank page. I need receipts for 6 orders for expenses. This is very urgent.

Thank you,",2025-10-18,web,24
TKT-013017,E-Commerce / Retail,technical,medium,neutral,Entire order history disappeared after app update,"To whom it may concern,

After updating to v4.2.0 on 2026-02-09, all 48 past orders are gone.",2026-01-13,chat,24
TKT-013018,E-Commerce / Retail,billing,high,neutral,Double charge on order ORD-6976847,"Good afternoon,

I was charged twice for order ORD-6976847. Both $603 charges appeared on my credit card on 2026-02-07. Please refund the duplicate.",2025-05-10,web,1
TKT-013021,E-Commerce / Retail,billing,high,negative,Price mismatch between cart and final checkout,"Product showed $680 in cart but jumped to $699 at final checkout. I expected the advertised price.

Best,",2025-06-21,email,48
TKT-013022,E-Commerce / Retail,delivery,high,negative,Return pickup for ORD-6631600 never scheduled,"Hi,

I requested a return pickup for order ORD-6631600 on 2026-02-07 but no one has contacted me to arrange it. I need this resolved immediately.

Please help ASAP.",2025-12-06,web,12
TKT-013029,E-Commerce / Retail,account,medium,neutral,Subscription charge I never authorised,"To whom it may concern,

A $7/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 2 months. 

I expect a quick resolution.",2025-09-13,mobile,8
TKT-013035,E-Commerce / Retail,delivery,high,positive,Damaged item in order ORD-5035907,"The item in order ORD-5035907 arrived with a broken outer box. Product inside is unusable. I have photos.

Please help ASAP.",2025-11-20,chat,4
TKT-013037,E-Commerce / Retail,account,medium,neutral,Cannot log in despite correct credentials,"Hello,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices.",2025-02-16,web,24
TKT-013038,E-Commerce / Retail,account,low,neutral,Cannot see invoices or download receipts,"Hello,

'My Invoices' shows a blank page. I need receipts for 5 orders for expenses.",2025-06-23,web,120
TKT-013040,E-Commerce / Retail,delivery,high,neutral,Paid for express shipping on ORD-5661219 but standard used,"I paid $18 for next-day shipping on order ORD-5661219 but it arrived 3 days late.

I expect a quick resolution.",2025-10-13,email,8
TKT-013042,E-Commerce / Retail,account,low,neutral,Locked out by two-factor authentication,I got a new phone and cannot get past the 2FA screen.,2026-02-05,email,96
TKT-013044,E-Commerce / Retail,delivery,high,negative,Order ORD-8254751 delivered to wrong address,"To whom it may concern,

I'm really frustrated because dHL shows order ORD-8254751 delivered to wrong street. My correct address is on the confirmation.",2025-07-27,email,8
TKT-013045,E-Commerce / Retail,delivery,medium,negative,Package ORD-8300268 marked delivered but missing,"Hey,

I'm really frustrated because dHL shows order ORD-8300268 delivered 2026-02-09 but nothing is at my door or with neighbours. Tracking: 1Z5150725634. I am very frustrated.",2025-03-25,email,24
TKT-013046,E-Commerce / Retail,billing,low,negative,Cancelled order ORD-5035998 but still charged,"This is unacceptable — i cancelled order ORD-5035998 within 30 minutes of placing it but was still charged $594. 

Thanks,",2025-10-25,web,96
TKT-013047,E-Commerce / Retail,account,low,negative,Cannot log in despite correct credentials,"Dear support team,

I reset my password 10 minutes ago but still get 'Invalid credentials' on 4 devices.",2025-05-17,web,96
TKT-013049,E-Commerce / Retail,technical,high,negative,Refund for order ORD-6025723 not received after 14 days,"Hello,

I cancelled order ORD-6025723 on 2026-02-05. The $735 refund was promised within 5 business days. Still nothing.",2025-04-17,web,4
TKT-013056,E-Commerce / Retail,account,medium,neutral,Locked out by two-factor authentication,"Hey,

I got a new phone and cannot get past the 2FA screen.

Thanks,",2025-03-06,email,48
TKT-013061,E-Commerce / Retail,delivery,high,neutral,Wrong item in order ORD-9249296,"Hi there,

I ordered a size M navy hoodie but received the wrong colour in order ORD-9249296.

Looking forward to your response.",2025-06-02,web,24
TKT-013063,E-Commerce / Retail,billing,medium,negative,Gift card balance ignored at checkout,"Hello,

My $414 gift card (GC-712955) was not deducted at checkout. I was charged the full amount. 

Best,",2025-02-24,web,12
TKT-013064,E-Commerce / Retail,technical,low,neutral,Product images broken on all pages,"All images show broken icons on Edge v121 on Windows 11. Cleared cache.

Please help ASAP.",2026-01-25,web,24
TKT-013069,E-Commerce / Retail,delivery,high,negative,Package ORD-4415840 delivered to someone else,"Hey,

Delivery photo shows my package left at a different house. My address is clearly on the label.",2026-02-08,web,1
TKT-013071,E-Commerce / Retail,account,medium,negative,Locked out by two-factor authentication,"I got a new phone and cannot get past the 2FA screen.

Looking forward to your response.",2025-04-19,chat,48
TKT-013075,E-Commerce / Retail,billing,high,negative,Refund for order ORD-5615320 not received after 29 days,"Dear support team,

I cancelled order ORD-5615320 on 2026-02-04. The $550 refund was promised within 3 business days. Still nothing. ",2025-07-11,chat,48
TKT-013077,E-Commerce / Retail,account,medium,positive,Loyalty points dropped to zero after app update,"Hi there,

I had 4607 points. After the app updated on 2026-02-04 they all vanished.",2025-06-30,web,96
TKT-013080,E-Commerce / Retail,delivery,medium,neutral,Paid for express shipping on ORD-3680518 but standard used,"Hey,

This is unacceptable — i paid $12 for next-day shipping on order ORD-3680518 but it arrived 5 days late.

Looking forward to your response.",2025-05-10,chat,96
TKT-013083,E-Commerce / Retail,delivery,medium,negative,Damaged item in order ORD-2320311,"Good afternoon,

The item in order ORD-2320311 arrived with a cracked outer box. Product inside is unusable. I have photos. This has been going on for too long.

Regards,",2025-12-28,chat,48
TKT-013085,E-Commerce / Retail,billing,low,negative,Gift card balance ignored at checkout,"I'm really frustrated because my $45 gift card (GC-957074) was not deducted at checkout. I was charged the full amount. I need this resolved immediately.

I expect a quick resolution.",2025-06-02,email,168
TKT-013086,E-Commerce / Retail,delivery,low,negative,Order ORD-7339004 not delivered on time,"Order ORD-7339004 was due 2026-02-08. It is now 8 days late. DHL tracking 1Z9407604045 shows no updates. 

Thank you,",2026-01-15,email,72
TKT-013087,E-Commerce / Retail,technical,high,negative,Package ORD-2309788 marked delivered but missing,"Dear support team,

UPS shows order ORD-2309788 delivered 2026-02-10 but nothing is at my door or with neighbours. Tracking: 1Z9175829426.

I expect a quick resolution.",2025-07-06,web,12
TKT-013088,E-Commerce / Retail,account,low,positive,Password reset email not arriving,"Hi,

Clicked 'Forgot Password' 3 times. No reset email arrives. Checked spam.

I expect a quick resolution.",2025-08-24,web,168
TKT-013094,E-Commerce / Retail,technical,high,neutral,Product images broken on all pages,"All images show broken icons on Safari v122 on Android 14. Cleared cache.

Looking forward to your response.",2025-03-07,mobile,8
TKT-013095,E-Commerce / Retail,delivery,low,negative,Order ORD-3765581 delivered to wrong address,"To whom it may concern,

FedEx shows order ORD-3765581 delivered to wrong street. My correct address is on the confirmation.

Looking forward to your response.",2025-12-03,web,48
TKT-013096,E-Commerce / Retail,technical,high,negative,Product images broken on all pages,"Dear support team,

All images show broken icons on Firefox v116 on Windows 11. Cleared cache.

Best,",2025-07-11,mobile,24
TKT-013098,E-Commerce / Retail,technical,medium,neutral,App crashes at payment on Windows 11,"Dear support team,

The app crashes every time I reach the payment screen. Reinstalled twice. Version 4.2.0.",2025-02-18,mobile,12
TKT-013099,E-Commerce / Retail,billing,medium,negative,Subscription charge I never authorised,"Hey,

A $19/month charge appeared on my statement. I never signed up for any subscription. Please cancel and refund all 6 months.

I expect a quick resolution.",2025-06-29,email,24
TKT-013100,E-Commerce / Retail,billing,high,negative,Wrong amount charged on order ORD-5476257,"Hi there,

Invoice for order ORD-5476257 shows $173 but the product page listed $155. I was overcharged by $18.

Thanks,",2025-06-03,mobile,8
TKT-013102,E-Commerce / Retail,delivery,high,negative,Package ORD-9051046 delivered to someone else,"Dear support team,

I'm really frustrated because delivery photo shows my package left at a different house. My address is clearly on the label.

Best,",2025-06-12,web,2
